cardid,ارزش,پرداخت,جنسیت,مالکیت منزل,درآمد,سن,گوشت,مرغ,پیتزا,همبرگر,چیپس,کنسرو,نوشابه,دلستر,آب معدنی,ماهی,کباب
20325,15.356000,"CARD","M","YES",26600,24,"F","T","T","F","F","T","F","T","F","F","F"
71462,40.997900,"CARD","F","YES",26300,42,"F","T","F","F","F","F","F","T","F","F","T"
91928,12.363900,"CARD","F","NO",14300,19,"T","F","F","F","T","F","F","T","T","T","T"
80306,31.996500,"CASH","F","NO",15200,27,"F","F","T","F","T","T","T","T","F","F","F"
78113,14.391800,"CASH","F","YES",23800,22,"T","F","F","T","F","F","F","T","F","F","F"
95488,11.975300,"CARD","F","NO",18100,26,"T","F","T","F","F","F","F","F","F","F","F"
27720,37.458200,"CARD","F","NO",13400,16,"F","F","F","F","F","T","F","F","F","T","F"
76264,15.990000,"CHEQUE","M","NO",29700,16,"T","T","F","F","F","F","F","F","F","T","F"
38477,13.816800,"CASH","M","YES",16500,38,"F","T","F","F","F","F","F","F","F","F","T"
43557,24.505600,"CASH","F","YES",10800,25,"T","F","F","F","F","F","F","F","F","F","F"
10609,14.238900,"CHEQUE","F","NO",16700,41,"T","F","F","F","F","F","F","F","F","T","F"
73259,16.879300,"CARD","F","NO",24700,42,"T","F","F","F","T","F","F","F","F","F","F"
18920,45.368300,"CASH","M","NO",15800,49,"F","F","F","T","F","F","F","T","T","F","F"
39581,29.252600,"CASH","F","YES",27900,49,"F","F","F","F","F","F","F","F","F","F","F"
14912,39.155900,"CHEQUE","M","YES",28100,28,"F","F","F","T","F","T","T","T","F","F","F"
80438,15.834700,"CARD","M","NO",19600,38,"F","F","F","F","F","F","F","T","F","F","T"
81034,20.951100,"CHEQUE","M","YES",12800,28,"F","T","F","T","T","T","T","F","F","F","F"
89250,43.604200,"CASH","F","NO",27900,29,"F","T","F","F","T","F","F","T","F","F","T"
96982,15.496400,"CARD","M","YES",15300,49,"T","F","F","T","F","T","T","F","F","F","F"
89872,15.682200,"CARD","F","YES",19100,40,"F","F","F","F","F","F","T","F","F","F","F"
71140,22.094100,"CARD","M","YES",25800,42,"F","F","F","F","F","F","T","F","F","F","F"
83650,33.558400,"CASH","F","YES",27000,22,"F","F","F","F","F","F","F","F","F","T","F"
14891,18.391000,"CASH","F","NO",27400,26,"F","F","F","T","F","F","F","F","F","F","F"
83523,45.803700,"CASH","M","NO",17400,40,"F","F","F","F","F","F","F","F","F","F","F"
48896,30.436800,"CASH","F","YES",17200,22,"F","F","F","F","F","F","F","F","F","F","F"
68438,23.424100,"CASH","F","YES",21700,46,"T","F","F","F","F","F","F","F","F","F","T"
86681,15.000400,"CHEQUE","F","NO",13500,50,"F","F","F","F","F","F","F","F","F","F","F"
66267,15.686000,"CASH","F","NO",27300,21,"T","T","T","F","F","F","T","T","F","T","T"
87975,27.820000,"CARD","F","NO",17900,26,"F","F","T","F","F","F","F","F","F","T","F"
39970,46.740600,"CHEQUE","M","YES",13900,22,"F","F","F","T","F","T","T","F","F","F","F"
104111,27.452900,"CARD","F","YES",12300,20,"F","F","T","F","F","F","F","F","F","T","T"
92209,30.904000,"CHEQUE","F","YES",22700,17,"F","T","T","F","T","F","F","F","F","F","F"
66711,41.407000,"CASH","F","NO",15400,48,"F","F","T","F","F","F","F","F","F","F","F"
102215,13.164700,"CASH","M","YES",14400,47,"F","F","F","T","F","T","T","F","F","F","F"
34750,21.903600,"CARD","F","NO",27800,48,"T","F","F","T","T","F","T","F","F","F","F"
62060,40.702500,"CARD","M","YES",11100,42,"F","F","F","T","F","T","T","F","F","F","F"
25524,45.948600,"CARD","M","NO",25900,36,"F","F","F","T","T","T","F","F","F","F","F"
45992,13.645200,"CASH","F","YES",16500,49,"F","F","F","F","F","F","F","F","F","F","F"
47341,31.976500,"CARD","M","NO",20300,16,"T","F","F","F","F","T","F","F","F","T","T"
67799,16.972400,"CARD","F","NO",21300,16,"T","F","F","F","F","T","F","F","F","T","T"
47136,22.032000,"CASH","F","NO",24400,43,"F","F","F","F","F","F","F","F","F","T","F"
17375,12.764100,"CHEQUE","M","YES",21800,22,"F","F","F","F","T","F","F","F","F","F","F"
40789,11.186000,"CASH","F","NO",12800,16,"T","F","T","F","F","F","F","F","F","T","T"
27673,37.565100,"CASH","F","YES",29000,36,"F","F","T","F","F","T","T","T","F","F","T"
45375,39.494700,"CARD","M","NO",25100,50,"F","F","F","F","T","T","F","F","F","F","F"
58341,32.836300,"CASH","F","YES",12900,38,"F","F","F","T","T","F","F","F","F","F","F"
37523,27.671300,"CARD","F","NO",25200,16,"T","T","T","T","F","F","F","T","T","T","F"
84042,18.184900,"CASH","M","NO",14200,27,"F","T","F","T","T","T","T","F","F","F","F"
64561,23.679400,"CASH","F","YES",28200,33,"F","F","F","F","T","F","F","F","T","F","F"
71078,10.852900,"CARD","M","YES",23800,31,"F","F","F","F","F","F","F","F","F","F","F"
43044,29.883600,"CASH","M","YES",21700,32,"T","T","F","F","F","F","F","F","T","F","F"
32369,21.920400,"CHEQUE","M","YES",23500,21,"F","F","F","T","F","F","F","F","F","F","T"
31552,36.277600,"CARD","M","YES",23700,17,"T","F","T","F","F","F","F","F","F","F","T"
41805,48.578700,"CASH","M","NO",16300,25,"F","F","F","T","F","T","T","F","F","T","T"
46686,29.592500,"CHEQUE","F","NO",17500,34,"F","F","T","F","F","F","F","F","F","F","F"
95896,37.282100,"CARD","M","YES",29100,21,"F","F","F","F","F","F","F","T","F","F","F"
63829,29.857500,"CARD","F","NO",13100,45,"F","F","F","F","F","F","T","F","F","F","T"
84180,10.423300,"CHEQUE","M","YES",12800,47,"F","F","F","T","F","T","T","F","F","F","F"
91972,49.157900,"CARD","F","NO",26700,18,"T","F","F","F","F","T","F","T","F","T","T"
40542,44.228900,"CARD","F","NO",16300,42,"F","F","F","F","F","F","F","F","F","F","F"
44452,12.609700,"CARD","F","NO",11900,30,"T","F","F","F","T","F","T","F","F","F","F"
87151,44.118100,"CHEQUE","F","NO",21400,30,"F","F","T","F","T","T","F","T","F","T","T"
23501,10.225000,"CASH","M","YES",23000,49,"F","F","F","F","F","F","F","T","T","T","T"
25387,11.415400,"CARD","F","YES",14900,36,"F","F","F","F","F","F","F","F","F","F","F"
96584,17.335500,"CASH","M","YES",26600,39,"T","F","F","F","F","F","F","F","T","F","F"
15306,22.324800,"CASH","M","NO",16500,41,"F","F","F","T","T","T","T","F","F","F","F"
93920,22.539200,"CARD","M","YES",16100,18,"F","T","F","T","F","T","T","T","F","F","F"
103316,29.312500,"CASH","M","YES",17900,46,"F","T","F","F","F","F","F","F","F","F","T"
17110,12.721400,"CASH","M","YES",14700,45,"F","F","F","T","T","T","T","F","F","F","F"
71652,34.068900,"CARD","M","YES",13300,29,"F","F","T","T","F","T","T","F","F","F","F"
67211,16.853700,"CARD","F","NO",23600,43,"F","F","F","F","F","F","F","F","F","F","F"
88886,18.932000,"CARD","M","YES",15300,25,"F","F","F","T","F","F","F","F","F","F","F"
29224,40.948400,"CARD","F","NO",24900,16,"T","F","F","F","T","F","T","T","F","T","T"
46005,30.859400,"CARD","M","NO",26200,32,"F","F","F","F","F","F","F","F","F","F","F"
43111,43.437100,"CASH","F","YES",11400,27,"F","F","T","T","F","F","F","F","T","F","F"
18126,34.713400,"CARD","F","NO",14200,19,"T","F","F","T","F","F","F","T","T","T","F"
87101,23.097400,"CHEQUE","M","NO",15000,23,"T","F","F","F","T","T","F","F","F","T","T"
102934,37.735200,"CHEQUE","F","NO",29400,45,"T","F","F","F","F","F","F","T","F","F","T"
100328,30.409900,"CHEQUE","M","YES",10700,36,"F","T","F","T","F","T","T","F","F","T","F"
94108,21.363400,"CASH","M","NO",18500,42,"F","F","T","F","F","F","F","T","T","F","F"
47913,49.067500,"CHEQUE","F","NO",28900,25,"F","F","T","F","F","F","F","T","F","F","T"
17809,39.601500,"CARD","M","YES",27100,20,"F","F","F","F","F","F","F","F","F","F","T"
45019,47.234100,"CARD","M","NO",19800,48,"F","T","F","F","F","F","F","F","F","F","F"
55552,41.646200,"CARD","M","YES",19800,50,"T","F","F","F","F","F","F","F","F","T","F"
92883,18.820700,"CARD","F","NO",24500,27,"T","F","F","F","F","F","F","F","F","F","F"
89649,26.962100,"CHEQUE","F","NO",28200,24,"T","F","F","F","F","F","F","F","F","T","T"
38063,36.074200,"CASH","F","NO",29400,16,"T","F","F","F","F","F","F","T","F","T","T"
11230,46.279000,"CASH","M","NO",24400,42,"F","F","T","F","F","F","F","F","F","T","T"
89302,20.488900,"CARD","F","YES",12000,39,"F","F","F","F","F","F","F","F","F","T","F"
35707,16.534800,"CASH","M","NO",25300,42,"F","F","F","F","F","F","F","F","T","T","F"
90264,10.497100,"CARD","M","NO",24300,18,"T","F","F","F","F","F","F","F","F","T","F"
79875,10.084400,"CHEQUE","F","NO",19800,39,"F","T","F","F","F","F","F","F","F","F","F"
74463,16.707300,"CARD","F","YES",25400,36,"F","F","F","T","F","T","F","F","T","F","F"
56258,21.580400,"CARD","F","NO",14500,48,"T","F","F","F","F","F","F","T","T","F","F"
81836,32.952100,"CHEQUE","M","NO",11800,48,"F","F","F","F","F","T","F","F","T","T","F"
95026,13.422600,"CASH","F","YES",13400,29,"F","F","T","F","F","F","F","F","F","T","T"
87482,40.101000,"CARD","F","YES",14200,38,"T","F","F","F","T","T","F","T","F","F","F"
20556,20.410400,"CARD","M","NO",13900,18,"T","F","F","F","F","F","T","F","F","T","F"
68058,49.886300,"CASH","F","NO",29000,22,"T","F","T","F","F","F","F","T","F","T","T"
23845,12.422700,"CARD","F","YES",15400,47,"F","F","T","F","F","F","T","F","F","F","F"
39952,35.336900,"CARD","M","NO",15900,37,"F","F","F","T","F","T","T","F","T","F","F"
33172,31.065000,"CARD","M","YES",19700,48,"F","T","F","F","F","F","F","F","F","F","T"
71254,17.183700,"CHEQUE","F","YES",29400,45,"F","T","F","F","F","T","F","F","F","F","F"
36190,28.413200,"CHEQUE","M","YES",15500,18,"F","F","F","T","F","T","T","F","T","F","F"
15099,11.273100,"CARD","M","NO",15700,16,"T","F","F","T","F","T","T","F","F","T","F"
100256,11.909900,"CHEQUE","M","NO",12800,33,"F","F","F","T","F","T","T","T","F","F","F"
51384,14.869700,"CASH","F","NO",11200,47,"F","F","F","F","F","F","F","F","F","T","F"
54190,36.473600,"CASH","F","YES",19300,24,"F","F","F","F","F","F","F","F","F","F","F"
84756,29.198100,"CARD","M","YES",28300,32,"F","F","F","F","F","F","F","F","F","T","T"
28755,43.994800,"CHEQUE","F","YES",11000,25,"F","F","F","F","F","F","F","F","F","T","T"
73480,13.975900,"CHEQUE","M","NO",13500,41,"F","F","F","T","F","T","T","F","F","F","T"
86217,19.537800,"CARD","M","YES",14300,43,"F","F","F","T","F","T","T","F","F","F","F"
91055,24.781800,"CARD","F","YES",15200,23,"F","F","T","F","F","F","F","F","T","F","F"
80297,37.274600,"CHEQUE","F","NO",19500,21,"T","F","F","F","F","F","F","F","F","T","F"
42381,46.062100,"CASH","M","NO",13100,31,"F","F","F","T","T","T","T","T","F","T","F"
80954,13.972600,"CASH","M","NO",14800,45,"F","F","T","T","F","T","T","F","F","F","F"
106531,11.657600,"CASH","M","NO",24500,19,"T","F","F","F","F","T","F","F","F","T","F"
78030,34.646900,"CARD","F","NO",22100,38,"F","F","F","F","T","F","F","T","F","F","T"
103139,18.796400,"CASH","F","YES",24400,20,"F","T","F","T","F","F","F","T","F","F","F"
17939,15.875500,"CASH","F","NO",16900,46,"F","F","F","F","F","T","F","F","F","F","F"
42056,44.852100,"CARD","F","YES",13900,30,"F","F","F","F","F","F","F","T","F","T","F"
23419,15.620100,"CASH","F","NO",21000,24,"F","F","F","T","T","F","F","T","T","F","F"
48783,24.610000,"CARD","M","NO",16500,50,"T","F","F","T","F","T","T","F","F","F","F"
98204,18.442100,"CHEQUE","M","YES",12700,18,"F","F","T","T","F","T","T","F","F","F","F"
67063,40.014700,"CARD","F","YES",23300,46,"F","T","F","F","F","F","F","T","T","T","T"
77335,47.812800,"CASH","F","NO",29800,40,"F","F","F","F","F","F","F","T","T","F","T"
32594,20.905700,"CARD","F","YES",26200,16,"F","F","F","F","F","F","F","F","F","F","F"
24493,20.867500,"CARD","M","YES",28600,45,"T","T","F","F","F","F","F","F","F","T","F"
72248,10.836700,"CASH","M","YES",17400,28,"F","F","F","F","F","F","F","F","F","F","F"
79039,12.445600,"CARD","M","NO",25400,46,"F","F","T","F","F","F","F","F","F","F","F"
58803,11.292100,"CHEQUE","M","NO",13500,39,"F","T","F","T","F","T","T","F","F","F","T"
87066,10.864500,"CARD","M","YES",25400,23,"F","F","T","F","F","F","F","F","F","T","F"
60159,43.217800,"CARD","M","NO",11600,47,"F","F","F","T","F","T","T","F","F","F","F"
15629,17.004000,"CASH","F","YES",27700,37,"F","F","F","F","F","T","F","F","F","T","F"
38608,42.733400,"CARD","M","YES",24400,21,"F","T","F","F","F","F","T","F","F","F","F"
18143,43.588400,"CASH","F","YES",15900,36,"T","F","F","F","T","T","F","F","F","F","F"
22316,29.757900,"CASH","F","YES",18000,20,"F","F","F","T","T","F","F","T","T","F","F"
40743,25.373200,"CARD","M","YES",19200,24,"F","F","T","F","F","F","F","F","F","F","F"
79305,18.638100,"CHEQUE","F","NO",22200,31,"F","F","F","F","T","F","F","T","F","F","F"
83439,33.497500,"CARD","F","YES",24300,43,"F","F","F","F","T","F","F","T","F","T","T"
16342,46.381400,"CARD","M","NO",22700,29,"F","F","F","F","F","F","F","F","F","F","F"
75971,16.029500,"CARD","M","YES",19800,44,"T","F","T","F","F","F","F","F","F","F","F"
31046,16.584600,"CASH","F","YES",19700,25,"T","F","F","T","T","T","T","F","F","T","F"
13722,36.216800,"CARD","M","NO",18100,19,"T","T","T","F","F","F","T","F","F","T","F"
93467,11.681800,"CARD","F","NO",25200,27,"F","F","F","F","F","F","F","F","F","F","F"
40208,23.167000,"CASH","F","NO",28900,40,"T","T","F","F","T","T","F","F","F","F","F"
41132,18.441200,"CHEQUE","F","NO",19900,42,"F","F","F","T","F","F","F","F","F","F","T"
64596,42.133600,"CASH","M","YES",24500,28,"F","T","T","F","F","F","T","F","F","T","F"
46539,38.399200,"CHEQUE","M","NO",20400,23,"T","F","T","F","T","F","F","F","F","T","F"
40690,28.620500,"CASH","M","NO",24800,45,"F","F","F","T","F","T","F","F","T","F","F"
51916,24.742700,"CASH","F","NO",14000,23,"F","F","T","F","T","F","T","F","T","F","F"
21814,22.374100,"CARD","M","NO",12200,23,"F","F","F","T","T","T","T","F","F","F","F"
31011,39.562700,"CARD","M","NO",27100,16,"T","F","F","T","F","T","T","T","F","T","F"
24210,30.433500,"CARD","F","YES",18300,50,"F","F","F","T","F","T","F","F","F","F","F"
10902,26.718200,"CARD","M","NO",25300,47,"T","F","F","F","F","F","F","T","F","F","F"
106649,25.812300,"CARD","F","NO",13700,22,"T","F","F","F","F","F","T","F","F","T","F"
31033,41.565200,"CARD","M","NO",17800,47,"F","F","T","F","F","F","F","T","F","F","T"
68006,11.493100,"CARD","M","YES",27800,19,"F","T","F","F","F","F","F","F","F","F","F"
47638,25.666000,"CASH","M","YES",10200,41,"F","F","F","T","F","T","T","F","F","F","F"
18953,24.256900,"CARD","F","NO",11000,17,"T","F","F","F","T","F","F","F","F","T","T"
21347,43.007000,"CHEQUE","F","YES",15900,24,"F","F","F","F","T","T","F","F","F","F","T"
38600,47.476000,"CARD","M","NO",22500,48,"F","F","F","F","F","F","F","T","F","F","T"
104830,21.426600,"CASH","F","NO",13400,28,"F","T","F","F","F","F","F","F","F","T","F"
56452,20.823400,"CHEQUE","M","NO",25700,48,"T","T","F","F","T","F","F","F","F","F","T"
18030,12.994200,"CARD","F","YES",28400,29,"T","F","F","F","T","F","F","F","F","F","F"
72901,23.979700,"CHEQUE","F","NO",13200,39,"F","F","F","F","F","F","T","F","F","F","F"
104554,19.062900,"CASH","M","NO",10900,21,"T","F","F","T","F","T","T","F","F","T","F"
93162,46.841100,"CARD","M","NO",20500,25,"F","F","F","F","F","F","F","F","T","T","T"
54313,30.654500,"CASH","M","NO",27600,22,"T","F","F","F","F","F","F","F","T","T","T"
89485,18.322200,"CASH","M","YES",25300,28,"F","F","F","F","T","T","F","F","F","F","F"
61309,22.549600,"CHEQUE","M","YES",18100,44,"F","F","F","F","T","F","F","T","F","F","F"
73441,21.357400,"CARD","F","NO",12800,20,"T","F","F","F","T","F","F","F","F","T","F"
10717,47.270500,"CARD","M","NO",18900,23,"T","T","F","F","F","F","F","F","F","T","F"
27694,24.895200,"CARD","M","YES",14700,41,"F","F","T","T","T","T","T","F","T","F","F"
69380,34.037900,"CHEQUE","F","NO",21600,40,"F","F","F","F","F","F","F","T","F","F","T"
26885,33.186400,"CASH","M","YES",13200,28,"F","F","T","T","F","T","T","F","F","F","F"
90730,29.500500,"CASH","M","NO",14600,36,"F","F","F","T","F","T","T","F","T","F","F"
69110,11.848800,"CASH","M","NO",14800,16,"T","F","F","T","T","T","T","T","F","T","T"
86612,29.783900,"CARD","M","YES",24900,27,"F","T","F","F","F","F","F","F","F","F","F"
93353,36.804500,"CARD","F","NO",22500,40,"F","F","T","T","T","F","F","T","F","F","T"
25311,47.545100,"CARD","M","YES",29400,24,"T","T","F","F","F","F","F","T","F","F","F"
81487,20.076600,"CHEQUE","M","NO",18500,25,"F","F","T","F","F","T","T","F","F","F","F"
18331,47.898000,"CARD","F","YES",27400,20,"T","F","F","F","F","T","F","T","F","F","T"
84148,49.179100,"CHEQUE","F","NO",20900,22,"T","F","F","F","F","F","T","T","F","T","T"
83500,49.250500,"CARD","M","YES",28300,21,"F","F","F","T","T","F","F","F","F","T","T"
29316,34.520600,"CARD","M","NO",10800,39,"F","F","F","T","F","T","T","F","T","F","F"
82173,15.751100,"CASH","F","NO",27800,22,"T","F","F","F","T","F","T","F","F","T","F"
62264,43.334400,"CARD","M","YES",18200,26,"F","F","F","F","F","F","F","F","F","F","T"
14875,18.515300,"CHEQUE","M","YES",29700,36,"F","T","F","F","F","F","T","T","F","F","F"
73594,13.088300,"CHEQUE","F","NO",12100,41,"F","F","T","F","F","F","F","F","F","F","F"
79384,22.456300,"CARD","F","NO",12600,45,"F","F","F","F","F","F","F","F","F","T","F"
63138,16.960600,"CHEQUE","M","NO",17100,22,"T","F","F","F","F","T","F","F","F","T","F"
58144,28.830700,"CARD","F","NO",29100,38,"F","F","F","F","T","T","F","F","F","F","F"
103446,25.356800,"CARD","M","YES",17100,23,"F","F","T","F","T","F","F","F","F","F","F"
28994,11.216800,"CASH","F","NO",18500,18,"T","F","F","F","T","F","F","F","F","T","F"
72298,41.062800,"CASH","M","YES",17600,25,"F","F","F","F","F","F","T","F","F","F","F"
69884,18.910000,"CASH","M","YES",21800,30,"F","F","F","F","F","F","F","F","T","F","T"
68119,15.180300,"CHEQUE","F","YES",12900,25,"F","F","F","F","T","F","F","F","T","F","T"
14692,40.887500,"CARD","F","YES",14400,19,"F","F","F","T","F","F","F","T","F","F","F"
52530,28.082200,"CASH","F","NO",18400,35,"F","F","F","F","F","F","F","F","T","F","F"
28803,41.900300,"CHEQUE","M","YES",13200,38,"F","F","F","T","F","T","T","F","F","T","F"
86983,43.344600,"CARD","F","NO",20200,17,"T","T","F","F","T","F","F","T","F","T","T"
72454,44.126300,"CASH","F","YES",25900,27,"F","F","F","F","F","F","T","T","F","F","T"
50551,27.647300,"CARD","F","NO",13500,27,"T","F","T","T","F","T","F","F","T","F","F"
92868,48.354600,"CHEQUE","M","NO",25000,40,"F","F","F","T","F","T","F","T","F","F","F"
20991,37.507600,"CARD","M","YES",10500,25,"F","F","F","T","F","T","T","F","F","F","F"
98352,46.062900,"CARD","F","NO",13300,36,"F","F","F","F","T","T","F","F","F","T","F"
30239,42.371900,"CARD","M","YES",16100,17,"T","F","T","F","F","F","F","F","T","F","F"
15882,20.703500,"CASH","M","YES",14700,20,"F","F","F","T","F","T","T","F","F","F","F"
30989,25.913300,"CARD","F","NO",19900,50,"F","F","F","F","F","F","F","F","F","F","T"
107499,12.396100,"CASH","F","YES",24800,28,"F","F","F","F","F","F","F","T","T","F","F"
70336,45.332600,"CASH","F","YES",12200,20,"T","F","T","F","F","F","F","F","F","F","F"
47598,42.942700,"CARD","F","YES",23900,40,"T","F","F","F","F","F","T","T","F","F","T"
17590,30.120100,"CARD","M","YES",17200,49,"F","F","F","F","F","F","F","F","F","F","F"
20260,13.124300,"CHEQUE","M","YES",21300,21,"F","F","F","T","F","F","F","F","F","F","T"
50531,37.400200,"CARD","F","YES",10700,36,"T","T","T","F","F","F","F","F","F","F","F"
42653,14.050200,"CARD","M","YES",25300,49,"F","F","F","F","F","F","F","F","T","F","F"
94685,31.756100,"CARD","M","YES",25600,29,"F","T","T","F","F","F","F","F","F","F","F"
11818,31.905100,"CARD","F","YES",29200,48,"F","T","F","F","F","F","F","F","F","F","F"
25668,21.957100,"CHEQUE","F","YES",13500,19,"F","F","F","F","F","F","F","T","F","F","T"
53959,40.868400,"CASH","F","YES",16800,27,"F","T","T","F","F","F","T","F","T","F","T"
55992,17.285600,"CASH","M","YES",25700,30,"F","F","F","F","T","F","F","F","T","T","F"
85081,38.258600,"CARD","F","YES",20900,29,"T","F","F","F","F","F","T","T","F","F","T"
104800,13.257700,"CARD","M","NO",26800,29,"F","F","F","F","F","F","T","F","F","F","F"
92125,15.794500,"CARD","F","NO",22800,17,"F","F","F","T","F","F","F","F","F","F","F"
107314,42.934900,"CASH","M","NO",15900,26,"F","F","F","T","F","T","T","T","F","F","F"
29192,21.265400,"CASH","M","NO",21500,29,"F","T","F","F","F","F","F","F","F","F","T"
90933,26.211700,"CARD","M","YES",29900,31,"F","F","F","F","F","F","F","F","F","F","F"
48749,18.471000,"CARD","F","YES",21100,30,"F","F","F","F","F","F","F","F","F","T","F"
49658,17.207600,"CARD","M","YES",17600,40,"F","T","F","T","F","F","F","F","T","F","T"
20521,46.300000,"CASH","M","NO",28200,44,"T","F","F","T","F","F","F","T","F","F","F"
75663,20.837200,"CARD","F","YES",23400,29,"F","T","F","F","T","F","F","F","F","F","F"
65425,23.024900,"CARD","F","YES",14300,25,"F","F","T","F","F","F","T","F","F","F","F"
67133,36.691300,"CHEQUE","M","NO",11800,39,"F","F","F","T","F","T","F","T","F","F","T"
62455,35.252200,"CARD","F","YES",16800,43,"F","F","F","F","F","F","F","F","F","T","F"
100255,22.679900,"CHEQUE","M","NO",23100,30,"F","F","F","F","F","F","F","T","F","F","F"
15590,44.070400,"CASH","M","NO",20800,41,"T","F","F","T","F","F","F","F","F","T","F"
46278,34.007900,"CARD","M","NO",23400,40,"T","T","F","T","F","F","T","F","F","F","F"
12582,25.601400,"CASH","M","NO",19600,23,"T","T","F","F","F","F","T","T","F","T","F"
38723,17.159000,"CHEQUE","F","NO",28400,16,"T","F","F","F","F","F","T","F","T","T","F"
47251,46.406500,"CARD","F","YES",29100,43,"T","T","F","T","F","F","F","T","T","T","T"
109798,15.133000,"CASH","M","YES",17300,33,"F","F","F","F","F","T","F","F","F","F","F"
59349,28.493100,"CARD","M","YES",16200,18,"T","F","F","T","F","T","T","F","T","F","F"
17830,28.019800,"CARD","F","NO",15100,47,"T","F","F","F","T","F","T","F","F","T","F"
69401,36.754000,"CASH","F","NO",22700,25,"T","F","F","F","T","F","F","T","F","F","T"
103708,26.061000,"CASH","F","YES",28000,29,"F","F","F","F","F","F","F","T","F","T","F"
27664,35.636100,"CASH","F","YES",19500,26,"T","F","T","F","T","T","F","F","T","T","F"
102206,27.668200,"CARD","F","NO",21700,41,"T","F","F","T","F","F","F","F","F","F","F"
51732,41.069700,"CASH","M","YES",15300,33,"F","T","F","T","F","T","T","F","F","F","F"
28630,30.498900,"CHEQUE","F","NO",15100,39,"F","F","F","F","T","F","F","F","F","T","F"
36857,46.132600,"CASH","M","YES",19100,49,"F","T","F","F","F","F","F","F","F","F","F"
82419,19.725500,"CHEQUE","F","YES",26200,31,"F","T","F","T","F","F","T","F","F","F","F"
103385,22.829600,"CASH","M","NO",12500,16,"T","T","F","T","F","T","T","F","F","T","F"
87793,46.884500,"CASH","F","NO",21700,40,"F","F","F","F","F","T","F","T","F","T","T"
94341,22.462200,"CARD","M","NO",16300,17,"F","F","F","T","F","T","T","T","F","F","F"
19078,38.852000,"CASH","M","YES",20300,28,"T","F","F","F","F","F","F","F","F","F","T"
109376,43.110100,"CASH","M","YES",16400,21,"F","F","F","F","F","F","F","T","F","F","F"
58235,48.114600,"CASH","F","NO",23400,45,"F","F","F","T","F","F","F","T","F","F","T"
33233,24.774000,"CARD","M","YES",27200,28,"F","T","F","F","F","F","F","T","F","F","F"
83883,23.034000,"CARD","F","YES",17800,47,"F","F","F","F","F","F","F","T","F","F","T"
69718,43.397500,"CARD","F","YES",29400,29,"F","F","F","F","F","F","F","T","T","F","T"
105829,27.083500,"CHEQUE","F","YES",10900,23,"F","T","F","F","F","T","F","F","F","F","F"
39221,35.310400,"CARD","M","NO",23100,43,"F","T","F","F","T","F","F","F","F","F","F"
98809,45.590500,"CARD","F","NO",20700,19,"T","F","F","F","F","T","T","T","F","T","T"
14759,14.867100,"CARD","M","YES",26600,24,"F","F","T","T","F","F","F","F","T","F","F"
40659,27.480000,"CARD","M","YES",15000,39,"F","F","F","T","F","T","T","F","F","F","F"
95915,17.313200,"CASH","M","NO",11800,35,"F","F","F","T","T","T","T","F","F","F","F"
47421,28.740800,"CASH","M","YES",17400,49,"F","F","F","F","F","F","F","F","F","F","F"
105601,40.765300,"CARD","M","YES",16100,42,"F","F","F","T","T","T","T","F","F","F","F"
89209,24.162100,"CHEQUE","M","YES",25400,19,"F","F","F","F","F","F","F","T","F","F","F"
69754,44.079700,"CASH","M","YES",25900,24,"F","F","T","F","F","F","F","F","T","F","F"
17133,21.328400,"CARD","M","YES",21700,22,"T","F","F","F","F","T","F","T","T","F","F"
11119,29.420500,"CHEQUE","F","YES",12000,27,"F","F","F","F","F","F","F","F","T","T","T"
57615,46.791600,"CARD","M","YES",19700,41,"T","F","F","F","T","F","F","F","F","F","T"
61270,31.903600,"CARD","M","NO",28500,49,"F","F","F","F","F","F","F","T","F","F","F"
11220,23.632500,"CARD","M","YES",11400,27,"F","F","F","T","F","T","T","F","F","F","T"
47645,35.641200,"CASH","F","NO",13000,35,"F","F","F","F","F","F","F","F","F","F","F"
32444,24.258200,"CASH","F","NO",28200,17,"T","F","T","F","F","F","F","F","F","T","F"
93037,19.176300,"CASH","F","NO",29500,41,"F","F","F","T","F","F","F","T","F","T","F"
34809,32.794100,"CASH","F","NO",11300,38,"F","F","F","F","T","F","F","F","F","F","F"
57582,24.669400,"CASH","M","YES",29900,39,"F","F","T","F","T","F","F","F","F","F","F"
59184,12.480700,"CASH","F","NO",14900,36,"F","T","F","F","F","F","F","F","F","F","F"
27682,18.296200,"CHEQUE","F","YES",15500,47,"F","F","F","F","F","F","T","F","F","T","T"
56851,21.640600,"CARD","M","NO",13400,29,"F","F","F","T","F","T","T","F","F","F","F"
12312,19.217500,"CARD","F","YES",25600,34,"F","T","F","F","F","T","F","F","T","F","F"
53953,26.972900,"CARD","F","NO",11100,48,"T","T","F","F","F","F","F","F","T","F","F"
81616,43.868900,"CARD","F","YES",12700,21,"T","F","F","T","T","F","F","F","F","F","T"
37366,43.252800,"CASH","M","NO",18800,19,"T","F","T","F","T","F","F","F","F","T","F"
97512,17.456100,"CHEQUE","F","NO",12800,32,"F","T","F","F","F","F","F","F","T","F","F"
49769,20.058000,"CARD","M","YES",26300,19,"F","T","F","F","F","F","F","F","F","F","F"
47307,29.881200,"CARD","F","NO",11400,45,"F","F","F","F","F","F","F","F","F","F","F"
25180,11.529500,"CHEQUE","M","YES",29000,38,"F","F","F","F","F","F","F","F","F","F","F"
